Rock_name,SiO2(wt%),TiO2(wt%),Al2O3(wt%),FeOT(wt%),CaO(wt%),MgO(wt%),MnO(wt%),P2O5(wt%),Na2O+K2O,Na2O+K2O/SiO2
Trachyte,62.4,1.13,14.3,4.16,2.25,3.55,0.1,0.37,11.34,0.1817307692
Trachyte,63.7,0.69,18.82,2.87,0.79,0.34,0.24,0.07,12.16,0.1908948195
Trachyte,59.12,0.57,19.83,2.9,3.4,0.21,0.23,0.08,10.69,0.1808186739
Trachyte,64.2,0.4,19.29,1.25,1.38,0.19,0.1,0.05,13.14,0.2046728972
Trachyte,65.37,0.55,14.14,2.7,2.27,0.57,0.14,0.18,12.11,0.1852531742
Trachyte,60.86,0.562,17.79,3.66,1.08,0.42,0.172,0.1,12.6,0.2070325337
Trachyte,61.2,0.67,18,3.21,1.58,0.7,0.17,0.16,12.27,0.2004901961
Trachyte,58.65,0.61,20.44,2.84,2.11,0.48,0.18,0.09,11.88,0.2025575448
Trachyte,61.6,0.61,17.51,4.3,2.25,1.25,0.1,0.22,11.67,0.1894480519
Trachyte,61.69,0.6,15.66,6.82,0.85,0.28,0.31,0.04,11.92,0.1932241854
Trachyte,62.07,0.561,12.84,8.93,1,0.19,0.328,0.062,11.62,0.187207991
Trachyte,62,0.38,18.75,2.57,2.43,0.38,0.23,0.08,11.35,0.1830645161
Trachyte,61.86,0.57,15.75,7.54,1.08,0.26,0.18,0.07,11.51,0.1860653088
Trachyte,64.88,0.4,17.25,2.27,0.9,0.61,0.02,0.23,11.54,0.1778668311
Trachyte,60.63,0.29,18.19,3.47,1.17,0.22,0.42,0.05,12.63,0.2083127165
Trachyte,63.27,0.38,16.48,2.76,3.03,1.84,0.18,0.18,10.92,0.1725936463
Trachyte,63.34,0.57,14.61,7.14,1.88,0.31,0.27,0.12,11.02,0.1739816861
Trachyte,63.01,0.54,17.18,3.71,0.68,0.34,0.31,0.06,13.27,0.2106014918
Trachyte,62.52,0.43,18.32,3.66,0.71,0.39,0.34,0.11,13.15,0.2103326935
Trachyte,62,0.98,14,4.15,3.19,3.53,0.08,0.49,11.18,0.1803225806
Trachyte,63.44,0.63,14.83,6.65,0.97,0.24,0.26,0.04,11.4,0.1796973518
Trachyte,63.2,0.5,19,3.3,1.2,0.78,0.19,0.25,12.2,0.1930379747
Trachyte,62.62,1,16.33,4.49,0.97,0.81,0.25,0.12,11.46,0.1830086234
Trachyte,63.87,0.53,14.94,6.98,0.63,0.25,0.29,0.05,10.89,0.1705025834
Trachyte,64.01,0.82,17.51,5.1,0.23,0.42,0.31,0.04,11.36,0.17747227
Trachyte,60.44,0.82,21.95,3.26,0.81,0.34,0.25,0.09,11.68,0.1932495036
Trachyte,65.36,0.28,17.13,2.22,0.02,0.14,0.08,0.1,12.86,0.1967564259
Trachyte,62.58,0.19,16.75,3.99,1.02,0.03,0.57,0.05,12.47,0.1992649409
Trachyte,61.32,0.38,18.48,3.15,1.82,0.39,0.17,0.12,12.44,0.2028701892
Trachyte,60.84,0.13,23.14,3.86,0.12,0.01,0.05,0.03,11.26,0.1850756082
Trachyte,68.56,0.32,15.63,1.91,0.36,0.19,0,0.08,10.67,0.155630105
Trachyte,62.05,0.85,19.43,2.9,1,0.48,0.21,0.12,12.64,0.2037066882
Trachyte,62.73,0.92,14.02,4.16,2.96,2.95,0.09,0.52,11.18,0.1782241352
Trachyte,58.33,0.52,19.29,5.21,2.51,0.48,0.1565,0.167,11.63,0.1993828219
Trachyte,68.25,0.426,14.87,2.74,0.76,0.35,0.13,0.07,11.19,0.163956044
Trachyte,65.12,0.63,14.49,6.45,1.02,0.18,0.26,0.06,10.64,0.1633906634
Trachyte,62.42,0.12,17.6,3.94,1.23,0.38,0.2,0.04,11.72,0.1877603332
Trachyte,60.68,0.51,18.41,3.91,3,0.83,0.15,0.13,11.95,0.1969347396
Trachyte,65.1,0.48,17.02,2.6,1.93,0.47,0.19,0.16,11.91,0.1829493088
Trachyte,65.01,0.57,15.21,6.07,0.54,0.01,0.18,0.08,11.39,0.1752038148
Trachyte,62.75,0.38,16.79,5.68,1.12,0.4,0.17,0.05,11.43,0.1821513944
Trachyte,66.56,0.4,17.35,2.38,0.11,0.19,0.16,0.03,11.94,0.1793870192
Trachyte,62.15,0.53,17.26,3.56,0.73,0.64,0.31,0.12,11.93,0.1919549477
Trachyte,65.31,0.51,15.74,5.14,1.44,0.35,0.16,0.08,11.1,0.1699586587
Trachyte,63.67,0.56,14.43,6.59,0.44,0.19,0.26,0.07,12.84,0.2016648343
Trachyte,60.4,0.86,19.1,3.72,2.42,0.76,0.08,0.42,11.11,0.1839403974
Trachyte,66.58,0.9,16.06,2.39,0.43,0.01,0.09,0.11,12.23,0.1836887954
Trachyte,65.89,0.84,16.02,3.02,1.11,0.47,0.12,0.16,10.82,0.1642130824
Trachyte,66.1,0.48,15.6,3.8,0.59,0.34,0.01,0.25,11.06,0.167322239
Trachyte,59,0.48,22.9,3.28,0.78,1.08,0.25,0.1,11.78,0.1996610169
Trachyte,61.75,0.26,16.93,4.74,0.91,0.13,0.12,0.047,12.26,0.1985425101
Trachyte,60.37,0.71,20.54,2.97,1.77,0.51,0.15,0.12,12.53,0.2075534206
Trachyte,61.26,0.6,18.29,4.54,1.72,0.72,0.25,0.14,12.02,0.1962128632
Trachyte,60.68,0.41,18.48,3.09,1.81,0.43,0.15,0.09,12.7,0.2092946605
Trachyte,65.94,0.64,14.69,4.45,0.58,0.41,0.12,0.33,11.63,0.1763724598
Trachyte,63.91,0.55,17,3.47,0.72,0.31,0.27,0.06,13.48,0.2109216085
Trachyte,65.63,0.63,14.85,5.88,1.09,0.06,0.22,0.06,10.7,0.1630351973
Trachyte,60.87,0.65,16.99,5.18,1.17,0.41,0.18,0.1,12.4,0.2037128306
Trachyte,65.8,0.8,16.6,3.48,1.18,0.44,0.04,0.22,11.28,0.1714285714
Trachyte,65.13,0.46,16.95,2.45,0.37,0.26,0.2,0,12.01,0.1844004299
Trachyte,67.76,0.26,13.51,5.17,0.26,0.05,0.15,0.04,11.47,0.1692739079
Trachyte,64.13,0.28,17.2,3.55,0.36,0.07,0.22,0.28,12.35,0.1925775768
Trachyte,65.57,0.44,15.66,4.63,1.24,0.09,0.23,0.06,11.55,0.1761476285
Trachyte,63.23,0.57,15.51,5.16,0.95,0.31,0.22,0.09,12.11,0.1915230112
Trachyte,62.69,0.55,17.71,3.33,0.82,0.39,0.22,0.08,12.95,0.2065720211
Trachyte,63.28,0.69,18,3.25,1.44,0.59,0.1,0.11,12.18,0.1924778761
Trachyte,58.44,1.12,18.31,4.9,2.5,1.29,0.16,0.34,11.33,0.1938740589
Trachyte,63.24,0.46,18,2.6,1.3,0.43,0.13,0.09,12.78,0.2020872865
Trachyte,62.31,0.48,18.68,4.26,2.2,0.54,0.13,0.16,11.56,0.1855239929
Trachyte,65.07,0.54,15.83,5.22,1.45,0.28,0.14,0.09,11.38,0.1748885815
Trachyte,62.01,0.41,18.87,0.39,1.8,0.37,0.2,0.07,13.01,0.2098048702
Trachyte,64.6,0.52,16.96,3.43,0.8,0.26,0.24,0.05,13.42,0.2077399381
Trachyte,64.14,0.51,18.48,3.12,2.09,0.53,0.24,0.15,10.74,0.1674462114
Trachyte,66.59,0.58,9.97,10.93,0.63,0,0.25,0.02,12.01,0.180357411
Trachyte,63.43,0.39,17.12,5.23,1.15,0.22,0.14,0.05,11.59,0.1827211099
Trachyte,63.6,0.55,19.2,2.75,2.22,0.4,0.25,0.09,11.87,0.1866352201
Trachyte,64.04,0.57,15.69,4.62,0.42,1.58,0.1,0.1,11.24,0.1755153029
Trachyte,58.56,1.07,18.58,4.8,2.35,1.1,0.16,0.28,11.68,0.1994535519
Trachyte,61.95,0.557,12.83,8.58,1.11,0.21,0.324,0.063,12.12,0.1956416465
Trachyte,60.34,0.96,19.2,3.57,0.72,0.27,0.1,0.27,12.04,0.1995359629
Trachyte,66.98,0.61,9.94,10.5,0.73,0.06,0.24,0.03,11.7,0.1746790087
Trachyte,62.49,0.57,18.53,2.83,1.49,0.43,0.15,0.07,12.93,0.2069131061
Trachyte,64.71,0.83,15.34,3.93,0.43,0.72,0.18,0.11,12.63,0.1951784886
Trachyte,62.83,0.77,12.42,8.84,1.58,0.26,0.4,0.06,11.21,0.1784179532
Trachyte,61.64,0.676,17.82,3.48,1.2,0.48,0.188,0.11,12.16,0.1972744971
Trachyte,59.65,0.61,15.69,7.32,1.95,0.67,0.18,0.16,11.07,0.185582565
Trachyte,61.2,0.46,18.8,2.97,2.8,0.4,0.22,0.07,12.41,0.2027777778
Trachyte,61.85,0.42,17.4,3.73,1.33,0.73,0.16,0.18,12.21,0.1974130962
Trachyte,67.52,0.04,14.76,4.93,0.69,0.04,0.22,0.03,10.71,0.1586196682
Trachyte,66.68,0.252,17.612,0.675,0.512,0.127,0.006,0.039,12.31,0.1846130774
Trachyte,61.89,0.93,15.48,5.57,1.96,0.84,0.23,0.23,11.04,0.1783809985
Trachyte,63.2,0.55,17.28,2.81,0.84,0.33,0.18,0.06,12.82,0.2028481013
Trachyte,66.11,0.52,12.75,7.73,0.44,0,0.2,0.05,11.91,0.1801542883
Trachyte,61.23,0.45,17.43,4.08,0.91,0.53,0.3,0.18,12.39,0.2023517883
Trachyte,62.07,0.79,17.84,3.28,1.19,0.43,0.18,0.12,12.05,0.1941356533
Trachyte,59.62,0.53,18.54,4.02,3.45,1.15,0.13,0.18,11.93,0.2001006374
Trachyte,64.33,0.5,15.34,6.96,1.77,0.29,0.23,0.1,10.64,0.1653971708
Trachyte,64.12,0.48,16.39,3.06,0.76,0.28,0.21,0.03,12.68,0.1977542109
Trachyte,63.75,0.55,18.68,3.18,2.02,0.5,0.24,0.18,10.89,0.1708235294
Trachyte,58.47,0.49,19.48,4.08,3.29,0.91,0.11,0.18,11.77,0.2012998119
Trachyte,63.3,0.39,18.56,2.88,2.1,0.46,0,0.05,12.25,0.1935229068
Trachyte,62.14,0.5,16.69,3.36,0.72,0.32,0.26,0.05,13.05,0.2100096556
Trachyte,64.73,1.24,14.72,3.01,1.21,1.82,0.05,0.39,12.51,0.1932643288
Trachyte,67.6,0.4,14.69,4.86,0.68,0.11,0.22,0.03,11.08,0.1639053254
Trachyte,62.99,0.81,15.02,6.2,1.89,0.67,0.22,0.22,10.92,0.1733608509
Trachyte,67.01,0.43,15.85,2.8,0.83,0.35,0.12,0.09,11.22,0.1674376959
Trachyte,58.64,0.59,18.08,4.56,4.22,1.56,0.13,0.23,11.48,0.1957708049
Trachyte,60.93,0.36,17.58,6.24,2.32,0.4,0.21,0.15,12.15,0.1994091581
Trachyte,67.67,0.23,13.52,4.72,0.2,0.06,0.09,0.02,11.05,0.1632924486
Trachyte,65.01,0.45,16.45,3.14,0.81,0.26,0.2,0.04,12.76,0.1962774958
Trachyte,63.7,0.45,17.84,4.04,0.87,0.49,0.18,0.2,11.57,0.1816326531
Trachyte,67.41,0.54,10,8.38,0.56,1.16,0.32,0.01,11.64,0.1726746773
Trachyte,62.999,0.652,17.16,3.285,2.421,0.333,0.13,0.168,10.936,0.173590057
Trachyte,60.6,1,14.5,7.88,2.6,0.95,0.13,0.17,10.8,0.1782178218
Trachyte,61.7,0.563,12.75,8.87,1.06,0.21,0.334,0.061,12.68,0.2055105348
Trachyte,61.37,0.63,12.83,9.13,1.57,0.2,0.36,0.07,11.56,0.188365651
Trachyte,64.38,0.36,17.77,2.88,1.53,0.25,0.21,0.05,12.57,0.1952469711
Trachyte,63.86,0.61,14.92,6.53,1.49,0.24,0.21,0.08,11.63,0.1821171312
Trachyte,64.91,0.63,16.85,2.73,0.67,0.34,0.23,0.07,13.03,0.2007394854
Trachyte,62.26,0.27,17.63,5.06,1.39,0.24,0.2,0.09,12.53,0.2012528108
Trachyte,63.85,0.52,15.48,6.14,1.19,0.34,0.11,0.08,11.32,0.1772905247
Trachyte,64.32,0.35,17.87,2.87,1.5,0.23,0.22,0.05,12.58,0.1955845771
Trachyte,63.66,0.48,16.13,4.49,1.11,0.29,0.21,0.09,11.36,0.178448005
Trachyte,61.27,0.97,18.74,3.83,1.99,0.94,0.13,0.15,11.55,0.1885098743
Trachyte,61.796,0.73,18.032,3.517,0.496,0.518,0.081,0.175,12.06,0.1951582627
Trachyte,59.15,0.55,17.75,4.49,2.6,1.06,0.1,0.28,11.48,0.1940828402
Trachyte,60.68,0.5,18.4,2.76,2.21,0.84,0.13,0.13,12.28,0.2023731048
Trachyte,61.8,0.93,18.89,2.94,0.23,0.49,0.1,0.1,12.34,0.1996763754
Trachyte,66.06,0.79,15.19,4.44,0.27,0.35,0.4,0.08,12.25,0.1854374811
Trachyte,67.54,0.2,16.29,2.43,0.23,0.03,0.07,0.03,11.85,0.1754515842
Trachyte,61.96,0.79,20.59,3.07,0.82,0.35,0.24,0.08,11.75,0.1896384764
Trachyte,65.4,0.33,17.42,3.92,1.13,0.24,0.19,0.08,11.28,0.1724770642
Trachyte,62.59,0.39,15.7,6.33,1,0.22,0.13,0.05,11.85,0.1893273686
Trachyte,60.64,0.52,17.54,5.93,2.13,0.46,0.17,0.18,11.18,0.1843667546
Trachyte,59.58,0.62,15.87,7.79,1.74,0.62,0.22,0.16,10.88,0.1826116146
Trachyte,61.98,0.24,17.04,5.21,1.44,0.14,0.19,0.1,11.63,0.1876411746
Trachyte,65.71,0.45,15.88,4.59,1.36,0.28,0.13,0.07,11.27,0.1715111855
Trachyte,67.16,0.48,16.22,2.87,0.84,0.38,0.12,0.09,11.51,0.1713817749
Trachyte,60.84,0.88,17.52,4.45,1.85,0.68,0.1295,0.296,10.76,0.1768573307
Trachyte,59.29,0.5,17.27,6.02,2.22,0.51,0.17,0.16,11.25,0.1897453196
Trachyte,61.4,0.46,21.3,1.89,0.63,0.17,0.05,0.033,11.1,0.180781759
Trachyte,59.74,0.62,16,7.24,2.12,0.32,0.23,0.62,11.62,0.1945095413
Trachyte,61.52,0.14,18,5.4,1.27,0.18,0.25,0.03,12.97,0.2108257477
Trachyte,64.56,0.81,15.83,4.87,0.63,0.46,0.55,0.03,12.05,0.1866480793
Trachyte,65.2,0.97,14.9,3.39,0.52,1.25,0.02,0.32,11.85,0.1817484663
Trachyte,60.24,0.34,18.78,6.16,2.2,0.42,0.18,0.17,11.65,0.1933930943
Trachyte,59.685,0.805,17.803,3.169,3.188,0.473,0.142,0.214,11.865,0.1987936668
Trachyte,64.93,0.59,17.69,2.88,0.62,0.33,0.21,0.08,12.49,0.1923610042
Trachyte,59.46,1.04,16.82,6.15,2.14,0.44,0.2,0.14,11.88,0.1997981837
Trachyte,67.91,0.41,15.49,2.55,0.36,0.18,0.2,0.06,11.61,0.1709615668
Trachyte,61.1,0.39,18.02,5.58,2.09,0.38,0.18,0.13,12.2,0.1996726678
Trachyte,60.44,0.49,18.1,4.98,2.03,0.59,0.17,0.15,12.15,0.2010258107
Trachyte,68.73,0.35,15.02,1.95,0.46,0,0,0.05,10.61,0.154372181
Trachyte,58.83,0.56,18.33,4.46,4.08,1.35,0.13,0.23,11.54,0.1961584226
Trachyte,64.25,0.53,16.54,3.27,0.65,0.26,0.086,0.08,12.44,0.193618677
Trachyte,63.71,0.31,19.91,1.63,1.55,0.12,0.07,0.01,12.71,0.1994977241
Trachyte,62.591,0.517,17.062,4.243,1.77,0.538,0.148,0.113,11.074,0.1769263952
Trachyte,58.87,0.57,18.13,4.54,4.35,1.38,0.14,0.22,11.31,0.1921182266
Trachyte,60.35,0.588,17.348,5.191,2.399,0.768,0.14,0.205,10.716,0.1775642088
Trachyte,67.3,0.09,16.1,4.84,0.06,0.02,0.18,0.04,10.77,0.1600297177
Trachyte,58.74,1.1,19.84,3.92,3.62,0.9,0.12,0.36,10.96,0.1865849506
Trachyte,59.97,0.52,17.85,4.37,1.97,0.57,0.16,0.1,11.83,0.1972652993
Trachyte,61.49,0.65,18.33,2.98,1.93,0.76,0.14,0.14,12.71,0.2067002765
Trachyte,62.11,0.43,18.47,2.07,0.91,0.91,0.18,0.07,12.96,0.2086620512
Trachyte,62.39,0.65,19.22,2.49,1.04,0.22,0.106,0.06,12.46,0.1997114922
Trachyte,64.16,1.25,13.29,7.5,0.39,0.12,0,0.32,11.01,0.1716022444
Trachyte,63.98,0.407,15.85,4,0.34,0.16,0.19,0.046,12.36,0.1931853704
Trachyte,58.96,0.68,18.24,5.27,2.21,0.81,0.17,0.22,11.68,0.1981004071
Trachyte,64.46,0.13,17.38,3.24,1.25,0.19,0.21,0.04,11.55,0.1791808874
Trachyte,65,0.68,15,3.75,1.02,0.97,0.02,0.46,10.69,0.1644615385
Trachyte,64.51,0.46,15.74,6,1.42,0.15,0.29,0.04,10.76,0.1667958456
Trachyte,61.34,1.22,17.28,5.43,0.49,1.1,0.33,0.11,11.52,0.1878056733
Trachyte,60.65,0.43,18.6,3.01,2,0.5,0.15,0.08,12.31,0.2029678483
Trachyte,60.31,0.26,17.96,6.75,1.52,0.31,0.21,0.08,11.03,0.1828884099
Trachyte,61.98,0.19,16.09,6.05,1.35,0.36,0.14,0.03,11.76,0.1897386254
Trachyte,63.07,0.79,14.21,9.28,0.94,0.13,0.42,0.1,11.21,0.1777390201
Trachyte,64.99,0.56,15.94,4.9,1.66,0.53,0.14,0.1,11,0.1692568087
Trachyte,63,0.83,16.81,3.24,1.5,0.41,0.12,0.14,11.93,0.1893650794
Trachyte,62.59,0.38,17.34,4.11,0.89,0.48,0.31,0.17,12.68,0.2025882729
Trachyte,64.78,0.61,14.7,6.42,1.01,0.15,0.25,0.08,10.8,0.1667181229
Trachyte,66.4,0.46,15.4,3.7,0.34,0.2,0.02,0.22,12.4,0.186746988
Trachyte,63.95,0.53,18.09,3.12,1.94,0.51,0.24,0.15,11.47,0.1793588741
Trachyte,63.11,0.88,19.64,1.76,0.17,0.28,0.01,0.08,12.62,0.1999683093
Trachyte,60.02,0.52,15.45,8.13,1.48,0.28,0.3,0.08,10.99,0.1831056315
Trachyte,65.38,0.57,16.83,3.56,1.15,0.38,0.13,0.17,11.83,0.1809421842
Trachyte,66.98,0.79,16.02,2.92,0.85,0.45,0.13,0.15,11,0.1642281278
Trachyte,60.56,0.27,18.27,5.08,1.72,0.28,0.18,0.07,12.74,0.2103698811
Trachyte,64.81,0.59,15.36,4.54,0.66,0.34,0.2,0.08,12.57,0.1939515507
Trachyte,68.25,0.28,12.75,5.16,0.42,0.03,0.12,0.02,11.22,0.1643956044
Trachyte,61.77,0.26,17.23,5.31,1.45,0.13,0.18,0.1,11.66,0.1887647725
Trachyte,61.52,0.48,18.15,3.53,2.6,0.64,0.18,0.11,12.8,0.2080624187
Trachyte,62.36,0.66,18.31,2.64,1.22,0.21,0.086,0.1,12.45,0.1996472097
Trachyte,67.17,0.42,14.71,4.08,0.88,0.13,0.09,0.05,11.29,0.1680809885
Trachyte,59.3,0.793,17.69,4.44,2.22,0.86,0.173,0.18,12.11,0.2042158516
Trachyte,68.75,0.376,14.93,2.6,0.63,0.26,0.113,0.05,10.73,0.1560727273
Trachyte,62.82,0.39,17.51,4.1,0.9,0.49,0.3,0.18,13.09,0.2083731296
Trachyte,67.1,0.22,17.01,1.59,0.45,0.22,0.42,0.08,11.7,0.174366617
Trachyte,65.18,0.78,13.69,4.87,0.69,0.41,0.37,0.14,12.59,0.1931574102
Trachyte,62.72,0.78,10.52,10.38,1.14,0.15,0.42,0.05,11.8,0.1881377551
Trachyte,64.12,0.65,16.33,3.22,0.65,0.35,0.23,0.06,13.03,0.2032127261
Trachyte,59.2,0.576,16.64,7.31,0.869,0.864,0.1,0.131,12.01,0.2028716216
Trachyte,61.18,1.2,18.12,3.87,0.59,0.51,0.17,0.08,12.1,0.1977770513
Trachyte,64.89,0.32,18.97,0.82,1.18,0.37,0.07,0.14,13.34,0.2055786716
Trachyte,58.36,0.58,18.22,4.65,4.38,1.53,0.13,0.25,11.37,0.1948252228
Trachyte,62.91,0.64,19.22,3.3,1.31,0.47,0.13,0.08,11.57,0.1839135273
Trachyte,66.1,0.76,15.57,2.92,0.84,0.45,0.12,0.14,11.37,0.1720121029
Trachyte,61.5,0.64,17.95,2.73,1.33,0.7,0.26,0.12,12.1,0.1967479675
Trachyte,64.6,0.98,14.3,4.32,0.96,1.4,0.02,0.59,11.07,0.1713622291
Trachyte,61.6,0.44,17.75,4.17,0.75,0.47,0.29,0.12,11.66,0.1892857143
Trachyte,63.12,0.75,16.36,5.02,1.09,0.51,0.17,0.14,11.55,0.1829847909
Trachyte,66.21,0.36,15.05,4.58,0.28,0,0.22,0.05,10.8,0.1631173539
Trachyte,62.7,0.8,19.15,2.89,0.98,0.44,0.21,0.1,12.4,0.1977671451
Trachyte,64.41,0.94,15.85,4.98,0.52,0.46,0.4,0.05,12.1,0.1878590281
Trachyte,63.29,0.61,16.1,4.61,0.99,0.48,0.19,0.08,12.37,0.1954495181
Trachyte,60.39,0.1,18.62,4.92,0.79,0.68,0.08,0.04,11.49,0.1902632886
Trachyte,66.1,0.48,15.7,3.82,0.5,0.24,0.02,0.27,11.25,0.1701966717
Trachyte,60.81,0.94,15.93,6.5,2.07,0.8,0.23,0.232,11.01,0.1810557474
Trachyte,62.28,0.53,16.12,5.57,1.11,0.23,0.26,0.07,11.75,0.1886640976
Trachyte,62.74,0.83,18.6,3.01,1.04,0.52,0.2,0.13,12.58,0.2005100414
Trachyte,65.08,0.54,18.08,2.59,0.33,0.03,0.12,0.13,12.06,0.1853103872
Trachyte,65.02,0.53,16.17,4.57,1.55,0.37,0.12,0.08,11.59,0.1782528453
Trachyte,67.87,0.38,14.3,4.87,0.88,0.03,0.2,0.04,10.74,0.1582437012
Trachyte,66.3,0.69,16.3,3.22,1.09,0.48,0.05,0.17,11.29,0.1702865762
Trachyte,62.35,0.09,16.7,5.33,1.21,0.1,0.24,0.02,12.6,0.202085004
Trachyte,58.47,0.52,18.15,4.1,3.08,1.18,0.12,0.21,11.86,0.2028390628
Trachyte,61.99,0.71,11.91,9.1,1.76,0.31,0.39,0.02,10.91,0.1759961284
Trachyte,62.39,0.24,16.56,4.51,1.14,0.25,0.16,0.07,12.57,0.2014745953
Trachyte,61.72,0.77,16.65,3.21,2.72,0.5,0.23,0.14,11.62,0.1882696047
Trachyte,66.4,0.44,14.65,5.14,1.11,0.19,0.17,0.07,11.73,0.1766566265
Trachyte,65.43,0.51,15.37,5.19,1.4,0.29,0.17,0.08,11.37,0.1737734984
Trachyte,62.94,0.47,17.34,3.88,1.35,0.31,0.12,0.09,11.87,0.1885923101
Trachyte,64.16,0.54,17.56,3.07,0.88,0.32,0.25,0.04,13.25,0.2065149626
Trachyte,68.043,0.343,15.157,2.852,0.281,0.24,0.08,0.049,11.13,0.1635730347
Trachyte,62.64,0.38,17.46,4.1,0.89,0.49,0.3,0.19,13.05,0.2083333333
Trachyte,58.98,0.59,18.41,4.53,4.06,1.4,0.13,0.26,11.16,0.1892166836
Trachyte,62.4,0.5,17.25,3.17,1.3,0.81,0.35,0.16,11.6,0.1858974359
Trachyte,61.68,0.32,17.66,2.56,2.49,0.24,0.17,0.07,12.57,0.2037937743
Trachyte,63.91,0.65,16.81,4.44,1.62,0.44,0.12,0.34,11.18,0.1749335002
Trachyte,60.62,0.55,18.9,4.23,2.18,1.28,0.13,0.19,11.45,0.1888815572
Trachyte,64.46,0.27,17.69,2.33,2.88,0.39,0.21,0.12,11.39,0.1766987279
Trachyte,61.81,0.581,13.58,7.89,1.15,0.26,0.296,0.07,12.19,0.1972172788
Trachyte,68.31,0.36,16.36,1.77,0.54,0.05,0.01,0.06,11.19,0.1638120334
Trachyte,62.9,0.5,15.5,8.33,1.79,0.21,0.23,0.02,10.74,0.1707472178
Trachyte,65.37,0.78,15.62,4.8,0.39,0.4,0.19,0.09,12.36,0.1890775585
Trachyte,59.816,0.84,17.087,5.71,2.474,0.912,0.167,0.288,10.883,0.1819412866
Trachyte,63.04,0.54,15.9,7.13,1.92,0.2,0.27,0.16,10.84,0.1719543147
Trachyte,60.3,0.943,17.94,4.74,2.72,1.13,0.143,0.42,10.64,0.1764510779
Trachyte,66.3,1.08,12.2,5.97,0.42,0.62,0.33,0.12,11.48,0.1731523379
Trachyte,62.24,1.01,18,3.43,0.96,0.98,0.07,0.19,11.43,0.1836439589
Trachyte,67.48,0.42,14.19,5.69,0.91,0.2,0.13,0.03,10.97,0.1625666864
Trachyte,61.44,0.45,17.53,4.08,0.9,0.53,0.29,0.19,12.44,0.2024739583
Trachyte,65.85,0.21,19.8,2.6,0.19,0.31,0.02,0.09,10.82,0.1643128322
Trachyte,60.5,0.7,18.2,3.28,2.07,0.82,0.16,0.15,12.35,0.2041322314
Trachyte,60.2,0.96,18.3,4.12,3,1,0.15,0.33,10.81,0.1795681063
Trachyte,61.99,0.667,14.95,7.06,1.43,0.44,0.272,0.098,11.51,0.1856751089
Trachyte,62.02,0.69,15.13,6.81,0.28,0.35,0.32,0.09,11.54,0.18606901
Trachyte,60.8,0.43,16.84,6.33,0.73,0.29,0.21,0.09,12.05,0.1981907895
Trachyte,66.8,0.66,16,3.14,0.93,0.43,0.05,0.15,11.4,0.1706586826
Trachyte,63.64,0.64,16.76,2.84,0.59,0.38,0.23,0.05,13.19,0.2072595852
Trachyte,61.2,0.24,18.62,4.51,1.3,0.21,0.16,0.051,12.84,0.2098039216
Trachyte,63.76,0.49,16.85,3.28,1.08,0.42,0.13,0.11,11.47,0.1798933501
Trachyte,63.4,0.48,18.6,1.9,0.35,0.21,0.06,0.06,13.3,0.2097791798
Trachyte,61.35,0.84,14.19,7.31,2.09,0.66,0.27,0.14,10.78,0.1757131214
Trachyte,60.71,0.55,19.02,4.26,2.16,1.23,0.14,0.19,11.27,0.1856366332
Trachyte,66.412,0.28,15.488,3.656,0.484,0.28,0.169,0.053,10.99,0.1654821418
Trachyte,63.53,0.91,17.14,3.66,1.77,0.89,0.15,0.27,11.69,0.1840075555
Trachyte,65.97,0.45,16.43,3.11,0.73,0.26,0.22,0.03,13.13,0.1990298621
Trachyte,60.43,0.52,15.4,8.07,1.35,0.27,0.26,0.09,11.16,0.1846764852
Trachyte,62.64,0.674,15.17,6.24,1.32,0.59,0.196,0.09,11.52,0.183908046
Trachyte,63.44,0.63,14.83,6.69,0.97,0.24,0.26,0.04,11.4,0.1796973518
Trachyte,60.53,0.47,16.67,3.39,3.89,1.57,0.09,0.28,10.89,0.179910788
Trachyte,64.1,0.42,15.58,6.6,0.72,0.17,0.1,0.05,11.07,0.172698908
Trachyte,63.8,0.48,18.9,3,1.1,0.67,0.18,0.21,12.1,0.1896551724
Trachyte,61.74,0.68,13.12,8.81,1.76,0.28,0.3,0.04,11.29,0.1828636216
Trachyte,62.53,0.82,16.86,4.55,1.3,0.62,0.13,0.18,12.28,0.1963857348
Trachyte,61.5,0.45,17.3,5.24,2.32,0.35,0.12,0.1,10.9,0.1772357724
Trachyte,60.25,0.39,17.72,3.21,3.21,0.47,0.12,0.09,12.54,0.2081327801
Trachyte,65.29,0.15,16.68,3.19,0.44,0.11,0.02,0.06,12,0.1837953745
Trachyte,65.2,0.7,17.2,2.65,2,0.9,0.07,0.18,10.8,0.1656441718
Trachyte,62.53,0.54,17.51,3.48,0.85,0.51,0.3,0.13,12.16,0.194466656
Trachyte,66.74,0.68,15.6,2.77,0.98,0.22,0.2,0.52,10.84,0.1624213365
Trachyte,64.75,0.64,14.91,6.26,1.12,0.21,0.24,0.09,10.85,0.1675675676
Trachyte,63,0.65,12.45,8.19,0.97,0.99,0.41,0.04,12.39,0.1966666667
Trachyte,62.32,0.43,19.15,2.98,1.36,0.35,0.19,0.09,13.13,0.2106867779
Trachyte,64.94,0.6,16.78,2.85,0.6,0.3,0.23,0.06,13.05,0.2009547274
